,power_power_plant,total_modules,modules_amount,tables_display,comprimento_mesa,largura_mesa,tables_amount,cobre_nu,haste,elcectodes_connector,foundation_connector,splitbolt
679,1099.98,2037,[291.0],[7],110670.0,77579.0,7.0,722.508,41.0,41.0,38.0,41.0
680,1101.6,2040,[255.0],[8],96978.0,89376.0,8.0,677.642,38.0,38.0,35.0,38.0
681,1103.22,2043,"[255, 258]","[7.0, 1.0]",98119.0,89376.0,8.0,683.347,43.0,43.0,40.0,43.0
682,1104.84,2046,"[255, 258]","[6.0, 2.0]",98119.0,89376.0,8.0,683.347,43.0,43.0,40.0,43.0
683,1106.46,2049,"[255, 258]","[5.0, 3.0]",98119.0,89376.0,8.0,683.347,43.0,43.0,40.0,43.0
684,1108.08,2052,[342.0],[6],130067.0,65782.0,6.0,663.832,38.0,38.0,36.0,38.0
685,1109.7,2055,"[255, 258]","[3.0, 5.0]",98119.0,89376.0,8.0,683.347,43.0,43.0,40.0,43.0
686,1111.32,2058,[294.0],[7],111811.0,77579.0,7.0,728.213,41.0,41.0,38.0,41.0
687,1112.94,2061,"[255, 258]","[1.0, 7.0]",98119.0,89376.0,8.0,683.347,43.0,43.0,40.0,43.0
688,1114.56,2064,[258.0],[8],98119.0,89376.0,8.0,683.347,43.0,43.0,40.0,43.0
689,1116.18,2067,"[258, 261]","[7.0, 1.0]",99260.0,89376.0,8.0,689.052,43.0,43.0,40.0,43.0
690,1117.8,2070,[345.0],[6],131208.0,65782.0,6.0,668.396,38.0,38.0,36.0,38.0
691,1119.42,2073,"[258, 261]","[5.0, 3.0]",99260.0,89376.0,8.0,689.052,43.0,43.0,40.0,43.0
692,1121.04,2076,"[258, 261]","[4.0, 4.0]",99260.0,89376.0,8.0,689.052,43.0,43.0,40.0,43.0
693,1122.66,2079,[297.0],[7],112952.0,77579.0,7.0,733.918,41.0,41.0,38.0,41.0
694,1124.28,2082,"[258, 261]","[2.0, 6.0]",99260.0,89376.0,8.0,689.052,43.0,43.0,40.0,43.0
695,1125.9,2085,"[258, 261]","[1.0, 7.0]",99260.0,89376.0,8.0,689.052,43.0,43.0,40.0,43.0
696,1127.52,2088,[261.0],[8],99260.0,89376.0,8.0,689.052,43.0,43.0,40.0,43.0
697,1129.14,2091,"[261, 264]","[7.0, 1.0]",100401.0,89376.0,8.0,694.757,43.0,43.0,40.0,43.0
698,1130.76,2094,"[261, 264]","[6.0, 2.0]",100401.0,89376.0,8.0,694.757,43.0,43.0,40.0,43.0
699,1132.38,2097,"[261, 264]","[5.0, 3.0]",100401.0,89376.0,8.0,694.757,43.0,43.0,40.0,43.0
